,Compound Name,CF Standard Name (from MIP Variables),Title,Description,Type,Modeling Realm,Table,Frequency,Status,Theme,Atmosphere author team review,CMIP7 Variable Groups,UID,Min Rank,Processing Note,Provenance,Priority 2 (CMIP6 - OLD,Priority 1 (CMIP6) -- OLD,Rank by File Count,Rank by Volume,Rank by Submissions,Positive Direction,Impacts & adaptation author team review,Priority 3 (CMIP6 - OLD),Variable is included in ESM-BCV v1.3,Ocean & sea-ice author team review,Cross-thematic team review,Cross-thematic group review comment,Land & land-ice author team review,Priority 2 (CMIP6),Priority 1 (CMIP6),Atmosphere review comment,Priority 3 (CMIP6),Earth system author team review
reciRkcidakMLDwJN,Emon.intvaw,northward_atmosphere_water_transport_across_unit_distance,Vertically Integrated Northward Moisture Transport,"Vertically integrated Northward moisture transport (Mass\_weighted\_vertical integral of the product of northward wind by total water mass per unit mass)
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,,6f690b5a-9acb-11e6-b7ee-ac72891c3257,727,,PMIP [PMIP-Amon-02],,['PMIP'],778,920,727,,,,,,,,,,,,,
reciSaEA8vEsBHL2B,Emon.nStem,stem_mass_content_of_nitrogen,Nitrogen Mass in Stem,"including sapwood and hardwood.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,c4mip_land_nitrogen_cycle_tier2,8b81fb46-4a5b-11e6-9cd2-ac72891c3257,648,,C4MIP [C_LandT2],['C4MIP'],,648,1347,956,,,,,,,,,,,,,
reciTcX4nsM8iqxY6,Oday.o2,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water,Dissolved Oxygen Concentration,"'Mole concentration' means number of moles per unit volume, also called ""molarity"", and is used in the construction mole\_concentration\_of\_X\_in\_Y, where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox\_expressed\_as\_nitrogen'.
",real,['ocnBgchem'],['Oday'],['day'],Under review,['Ocean & sea-ice'],,"DCPP_Wider, biodiv_marine_daily, Ocean_acidification_oxygen_extremes, marine_bgc_fisheries",83bbfb7f-7f07-11ef-9308-b1dd71e64bec,,"The variable at the depth of 200 meters is requested. 
",,,,,,,,,,,In progress,,,,,,,,
reciVcAf9O0YYaey3,Oclim.zfullo,depth_below_geoid,Depth Below Geoid of Ocean Layer,"Depth below geoid
",real,['ocean'],['Oclim'],['monC'],CMIP6 CMOR variable,,,,3c564abe-b89b-11e6-be04-ac72891c3257,9999,"This 3-d time dependent field should only be saved for models where it cannot be calculated from the vertical coordinate information stored in the file.
",Oclim ((isd.003)),,"['CMIP5', 'VIACSAB']",,,,,,,,,,,,,,,,
reciWltj5F6wVHnLB,LImon.sbl,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Surface Snow and Ice Sublimation Flux,"The snow and ice sublimation flux is the loss of snow and ice mass resulting from their conversion to water vapor.  Computed as the total sublimation on the land portion of the grid cell divided by the land area in the grid cell; reported as missing for snow-free land regions; reported as missing where the land fraction is 0.
",real,['landIce'],['LImon'],['mon'],CMIP6 CMOR variable,,,"landice_global_allfreq, tipmip_baseline, snow_allfreq",bab6bba0-e5dd-11e5-8482-ac72891c3257,145,,LImon ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'ISMIP6', 'PMIP', 'VIACSAB']",145,892,312,,,,,,,,,,,,,
reciYyeFZgWguDPxG,day.va,northward_wind,Northward Wind,"Meridional wind (positive in a northward direction).
",real,['atmos'],['day'],['day'],CMIP6 CMOR variable,,,"baseline_daily, temperature_variability_daily_lowpriority, DAMIP_daily, aerchemmip_3d_daily, DCPP_Wider, CHELSA_land_daily, CFMIP_baseline, cordex [test]",babbbbe6-e5dd-11e5-8482-ac72891c3257,7,,day ((isd.003)),['VIACSAB'],"['CMIP', 'CMIP5', 'CORDEX', 'VIACSAB']",47,7,81,,,,1 checked out of 1,,,,,VIACSAB,"CFMIP, CMIP, CORDEX, DAMIP, HighResMIP, VIACSAB, VolMIP",,,
reciggDMxMuAk3CT6,Eyr.treeFrac,area_fraction,Tree Cover Percentage,"Percentage of entire grid cell  that is covered by trees.
",real,['land'],['Eyr'],['yr'],CMIP6 CMOR variable,,,"DCPP_Wider, landuse",fb017168-be37-11e6-bac1-5404a60d96b5,290,,DCPP [DCPP-year],['DCPP'],['CMIP'],290,1660,508,,,,,,,,,,,,,
recigx2DPDLyAufOh,Omon.mlotstmin,ocean_mixed_layer_thickness_defined_by_sigma_t,Minimum Ocean Mixed Layer Thickness Defined by Sigma T,"Sigma T is potential density referenced to ocean surface.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"omip_scalar_fields, tipmip_extended, omip_scalars_high_priority",1aab4e7a-b006-11e6-9289-ac72891c3257,199,"Report on native horizontal grid as well as on a spherical latitude/longitude grid.
",Omon ((isd.003)),,['CMIP5'],199,574,290,,,,,,,,,,,,,
recihh8oOf07rakur,SImon.sistressave,sea_ice_average_normal_horizontal_stress,Average Normal Stress in Sea Ice,"Average normal stress in sea ice (first stress invariant)
",real,['seaIce'],['SImon'],['monPt'],CMIP6 CMOR variable,,,"seaice_dynamics_advanced, paleo_cryosphere_low_priority",711afb3e-faa7-11e6-bfb7-ac72891c3257,1159,,SIMIP [seaicemon],,,1318,1411,1159,,,['SIMIP'],,,,,,,,,,
reciiWa8ognmfCd6u,AERmon.rsuto3ref,toa_outgoing_shortwave_flux_assuming_reference_mole_fraction_of_ozone_in_air,TOA shortwave flux assuming reference ozone field,"This is top-of-atmosphere shortwave flux for all-sky conditions from a diagnostic call to the radiation scheme, using a reference ozone field
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_2d_monthly,83bbfbec-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recil6ApkuFyXAQF6,SIday.sifllwdtop,surface_downwelling_longwave_flux_in_air,Daily Downwelling Longwave Flux over Sea Ice,"the downwelling longwave flux over sea ice (always positive)
",real,['seaIce'],['SIday'],['day'],Accepted,['Ocean & sea-ice'],,seaice_budget_energy_daily,83bbfb40-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,down,,,,In progress,Accept,"MJ: ""positive direction"" adjusted to match standard name,",,,,,,
recinjCQ1cGslFkTT,Amon.co2mass,atmosphere_mass_of_carbon_dioxide,Total Atmospheric Mass of CO2,"Total atmospheric mass of Carbon Dioxide
",real,['atmos'],['Amon'],['mon'],CMIP6 CMOR variable,,,"c4mip_atmosphere_carbon_cycle_tier1, biodiv_land_monthly, CFMIP_baseline, ref_earth_system, co2_emissions_concentration_mapping, carbon_conservation_check_variables",baab2d9e-e5dd-11e5-8482-ac72891c3257,256,"For some simulations (e.g., prescribed concentration pi-control run), this will not vary from one year to the next, and so report instead the variable described in the next table entry.  If CO2 is spatially nonuniform, omit this field, but report Mole Fraction of CO2 (see the table entry before the previous one).
",Amon ((isd.003)),,"['C4MIP', 'CDRMIP', 'CFMIP', 'CMIP', 'CMIP5', 'PMIP']",256,1730,290,,,,,,,,,,,,,
recioI2nm6ZqBzdLo,CFmon.cltcalipso,cloud_area_fraction,CALIPSO Total Cloud Cover Percentage,"Total cloud area fraction (reported as a percentage) for the whole atmospheric column, as seen by the  Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation (CALIPSO) instrument. Includes both large-scale and convective cloud.
",real,['atmos'],['CFmon'],['mon'],CMIP6 CMOR variable,,,"cfmip_monthly, cosp_output, SO_BGC-cloud_cloudvars_monthly, CFMIP_baseline",baaaf4a0-e5dd-11e5-8482-ac72891c3257,312,,CFmon ((isd.003)),,"['CMIP5', 'RFMIP', 'VIACSAB']",899,1133,312,,,,,,,,,,,,,
reciotEUSh0BnWdmK,AERmon.c4h10,mole_fraction_of_butane_in_air,C4H10  volume mixing ratio,"This is the mole fraction of butane (C4H10) in air
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_3d_monthly,83bbfc1b-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recir02bXXdQYFs79,Omon.chlos,mass_concentration_of_phytoplankton_expressed_as_chlorophyll_in_sea_water,Surface Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,"sum of chlorophyll from all phytoplankton group concentrations.  In most models this is equal to chldiat+chlmisc, that is the sum of ""Diatom Chlorophyll Mass Concentration"" plus ""Other Phytoplankton Chlorophyll Mass Concentration""
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,"SO_BGC-cloud_BGC_monthly, DCPP_Essential",c9195d60-c5e8-11e6-84e6-5404a60d96b5,309,,Omon ((isd.003)),,"['CMIP', 'CMIP5', 'DCPP', 'VIACSAB']",309,514,366,,,,,,,,,,,,,
recisYGfdoqCfpqFU,Emon.od550aerso,stratosphere_optical_thickness_due_to_ambient_aerosol_particles,Stratospheric Optical Depth at 550nm (All Aerosols) 2D-Field (Stratosphere Only),"From tropopause to stratopause as defined by the model
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,,6f6bc35e-9acb-11e6-b7ee-ac72891c3257,1377,,PMIP [PMIP-aero-02],,"['GeoMIP', 'PMIP']",1377,1462,1463,,,,,,,,,,,,,
recisfpd894E4AkDU,EmonZ.zmtnt,tendency_of_air_temperature_due_to_diabatic_processes,Zonal Mean Diabatic Heating Rates,"The diabatic heating rates due to all the processes that may change potential temperature
",real,['atmos'],['EmonZ'],['mon'],CMIP6 CMOR variable,,,,feeaf906-96ec-11e6-b81e-c9e268aff03a,1069,,DAMIP [DAMIP-EmonZ],,['DAMIP'],1241,1484,1069,,,,,,,,,,,,,
reciuN92KfX1riYaU,Ofx.hfgeou,upward_geothermal_heat_flux_at_sea_floor,Upward Geothermal Heat Flux at Sea Floor,"Upward geothermal heat flux per unit area on the sea floor
",real,['ocean'],['Ofx'],['fx'],CMIP6 CMOR variable,,,"baseline_fixed, omip_geometry_physics",baa3fb50-e5dd-11e5-8482-ac72891c3257,533,"If this field is time-dependent then save it instead as one of your Omon fields (see the Omon table)
",Ofx ((isd.003)),['CMIP5'],"['CMIP', 'CMIP5']",668,1523,533,up,,,1 checked out of 1,,,,,,,,,
reciuVRLTguULS7lu,CF3hr.h2o,mass_fraction_of_water_in_air,Mass Fraction of Water,"includes all phases of water
",real,['atmos'],['CF3hr'],['3hrPt'],CMIP6 CMOR variable,,,cfmip_3hr,baaea62c-e5dd-11e5-8482-ac72891c3257,1765,,CF3hr ((isd.003)),['CFMIP'],,1848,1848,1765,,,,,,,,,,,,,
reciufAI4YmaJMi9K,Emon.fracLut,area_fraction,Percentage of Grid Cell for Each Land-Use Tile,"End of year values (not annual mean); note that percentage should be reported as percentage of land grid cell (example: frac\_lnd = 0.5, frac\_ocn = 0.5, frac\_crop\_lnd = 0.2 (of land portion of grid cell), then frac\_lut(crop) = 0.5\*0.2 = 0.1)
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,landuse,9157856a-267c-11e7-8933-ac72891c3257,279,,LUMIP [Lmon_Lut],,"['CMIP', 'LUMIP']",279,898,440,,,,,,,,,,,,,
recixR7wQF1w3TxnR,CFday.zg,geopotential_height,Geopotential Height,"Geopotential is the sum of the specific gravitational potential energy relative to the geoid and the specific centripetal potential energy. Geopotential height is the geopotential divided by the standard acceleration due to gravity. It is numerically similar to the altitude (or geometric height) and not to the quantity with standard name height, which is relative to the surface.
",real,['atmos'],['CFday'],['day'],CMIP6 CMOR variable,,,"cfmip_daily, CFMIP_daily_3D",babd9cae-e5dd-11e5-8482-ac72891c3257,38,,CFday ((isd.003)),,['CMIP5'],404,38,402,,,,,,,,,,,,,
recj08iK3sVtSYRZd,SIday.siflsensupbot,upward_sea_ice_basal_heat_flux,Daily Net Upward Sensible Heat Flux Under Sea Ice ,"the net sensible heat flux under sea ice from the ocean
",real,['seaIce'],['SIday'],['day'],Accepted,['Ocean & sea-ice'],,seaice_budget_energy_daily,83bbfb3d-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,up,,,,In progress,Accept,"MJ: ""positive direction"" adjusted to match standard name,",,,,,,
recj0y7MLZ6V9XDQt,CFmon.rsu4co2,upwelling_shortwave_flux_in_air,Upwelling Shortwave Radiation 4XCO2 Atmosphere,"Upwelling Shortwave Radiation calculated using carbon dioxide concentrations increased fourfold
",real,['atmos'],['CFmon'],['mon'],CMIP6 CMOR variable,,,"cfmip_monthly, radiativeforcing_monthly",bab6438c-e5dd-11e5-8482-ac72891c3257,306,,CFmon ((isd.003)),,['CMIP5'],908,306,727,up,,,,,,,,,,,,
recj27ZyJWxGVfq8q,Omon.intpbp,tendency_of_ocean_mole_content_of_phosphorus_due_to_biological_production,Phosphorus Production,"Vertically integrated biogenic phosphorus production
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,SO_BGC-cloud_BGC_monthly,baa08420-e5dd-11e5-8482-ac72891c3257,1064,,Omon ((isd.003)),,,1064,1235,1463,,,"['C4MIP', 'CMIP5']",,,,,,,,,,
recj2gWA8shPtaidc,fx.depthsl,depth,total depth of soil,"This shall provide the total depth of soil, summed up over all soil layers, that may differ between  models; the idea is to be able to identify differences in treatment of soils across climate models.
",real,['land'],['fx'],['fx'],Under review,"['Land & land-ice', 'Earth System', 'Ocean & sea-ice']",,paleo_fx,83bbfb98-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,In progress,,,,,In progress
recj4KshHKz5YVb0L,SImon.sisnmass,surface_snow_amount,Snow Mass per Area,"(in OImon, sim included snow and sea ice mass)
",real,['seaIce'],['SImon'],['mon'],CMIP6 CMOR variable,,,"seaice_budget_mass_monthly, seaice_state_monthly_basic, hydrology, CFMIP_baseline, paleo_cryosphere, paleo_cryosphere_high_priority",713ed766-faa7-11e6-bfb7-ac72891c3257,144,,SIMIP [seaicemon],,"['CFMIP', 'CMIP', 'SIMIP']",177,709,144,,,,,,,,,,,,,
recj6oMfQa4ROk2KM,Emon.osalttend,tendency_of_sea_water_salinity_expressed_as_salt_content,Tendency of Sea Water Salinity Expressed as Salt Content,"Tendency of salt content for a grid cell from all processes.
",real,['ocean'],['Emon'],['mon'],CMIP6 CMOR variable,,,,8b9e2050-4a5b-11e6-9cd2-ac72891c3257,274,,FAFMIP [fafOmonB],['FAFMIP'],,1275,274,692,,,,,,,,,,,,,
recj7c5FfWdYe2uz2,Eday.cw,canopy_water_amount,Total Canopy Water Storage,"canopy\_water\_amount
",real,['land'],['Eday'],['day'],CMIP6 CMOR variable,,,,d228840e-4a9f-11e6-b84e-ac72891c3257,1091,,LS3MIP [LWday],,['LS3MIP'],1112,1091,1401,,,,,,,,,,,,,
recj9fP4kizw6LtCs,Efx.rlu,upwelling_longwave_flux_in_air,Upwelling Longwave Radiation,"Fluxes are requested at all levels
",real,['atmos'],['Efx'],['fx'],CMIP6 CMOR variable,,,,d23b4346-4a9f-11e6-b84e-ac72891c3257,669,,RFMIP [OfflineRad],,['RFMIP'],669,1724,839,up,,,,,,,,,,,,
recjAAtKBVtkIILhF,AERmon.mmrno3,mass_fraction_of_nitrate_dry_aerosol_particles_in_air,NO3 Aerosol Mass Mixing Ratio,"Dry mass fraction of nitrate aerosol particles in air.
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,"SO_BGC-cloud_atmos_composition_monthly, aerchemmip_3d_monthly, CFMIP_baseline",19be4810-81b1-11e6-92de-ac72891c3257,711,,AERmon ((isd.003)),,"['AerChemMIP', 'CFMIP', 'RFMIP']",711,738,1159,,,,,,,,,,,,,
recjAEFO67VT7TvtN,Omon.msftmzsmpa,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_submesoscale_eddy_advection,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,"Report only if there is a submesoscale eddy parameterization.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,omip_transports_low_priority,baa5c020-e5dd-11e5-8482-ac72891c3257,1200,"Function of latitude, Z, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Y Overturning Mass Streamfunction"" (msftyzsmpa), which should in this case be omitted.  For other models, this transport should be approximated as the transport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate to the model's resolution.
",Omon ((isd.003)),,"['CMIP5', 'DAMIP']",1200,1396,1295,,,,,,,,,,,,,
recjB3zCsLeWAkgJk,CFday.clcalipso,cloud_area_fraction_in_atmosphere_layer,CALIPSO Percentage Cloud Cover,"Percentage cloud cover in CALIPSO standard atmospheric layers.
",real,['atmos'],['CFday'],['day'],CMIP6 CMOR variable,,,"cfmip_daily, CFMIP_daily_3D",baaa5bee-e5dd-11e5-8482-ac72891c3257,307,"40 levels
",CFday ((isd.003)),,['CMIP5'],1005,307,622,,,,,,,,,,,,,
recjCGr2rTKJeE3QN,6hrPlevPt.hus,specific_humidity,Specific Humidity,"Specific humidity is the mass fraction of water vapor in (moist) air.
",real,['atmos'],['6hrPlevPt'],['6hrPt'],CMIP6 CMOR variable,,,,f26fcec0-26b8-11e7-8344-ac72891c3257,9999,,HighResMIP [6hrPlev_intense],,,,,,,,['HighResMIP'],,,,,,,,,,
recjE9S3hNV8MkDbh,Emon.sedustCI,minus_tendency_of_atmosphere_mass_content_of_insoluble_dust_dry_aerosol_particles_due_to_deposition,Sedimentation Flux of Dust Mode Coarse Insoluble,"Dry mass deposition rate of dust aerosol.
",real,['aerosol'],['Emon'],['mon'],CMIP6 CMOR variable,,,,6f6bf7ac-9acb-11e6-b7ee-ac72891c3257,1575,,PMIP [PMIP-aero-02],,['PMIP'],1670,1575,1765,,,,,,,,,,,,,
recjEFBxUaQo4jr75,ImonAnt.mrroLi,land_ice_runoff_flux,Land Ice Runoff Flux,"Runoff flux over land ice is the difference between any available liquid water in the snowpack less any refreezing. Computed as the sum of rainfall and melt of snow or ice less any refreezing or water retained in the snowpack
",real,"['landIce', 'land']",['ImonAnt'],['mon'],CMIP6 CMOR variable,,,landice_antarctica_allfreq,d5b32a1e-c78d-11e6-9b25-5404a60d96b5,1389,,ISMIP6 [ImonAnt],,['ISMIP6'],1389,1569,1463,,,,,,,,,,,,,
recjHM9TkZz4B4Cus,6hrPlevPt.lwsffluxaero,surface_downwelling_longwave_flux_in_air_due_to_volcanic_ambient_aerosol_particles,Longwave Flux Due to Volcanic Aerosols at the Surface,"downwelling longwave  flux  due to volcanic aerosols at the surface to be diagnosed through double radiation call
",real,['atmos'],['6hrPlevPt'],['6hrPt'],CMIP6 CMOR variable,,,,f2900bb8-26b8-11e7-8344-ac72891c3257,1117,,VolMIP [VIRF],['VolMIP'],,1782,1117,1159,,,,,,,,,,,,,
recjHphrELckP4AJx,Eday.albsrfc,surface_albedo,Albedo of the surface,"This follows the requested definition of Emon.alb, but we request data at daily resolution
",real,"['atmos', 'land', 'ocean', 'seaIce', 'landIce']",['Eday'],['day'],Under review,"['Atmosphere', 'Earth System', 'Land & land-ice', 'Ocean & sea-ice']",In progress,paleo_land_atmosphere_surface,83bbfbb1-7f07-11ef-9308-b1dd71e64bec,,"This follows the requested definition of Emon.alb, but we request data at daily resolution
",,,,,,,,,,,In progress,,,In progress,,,,,In progress
recjIAN7jxWJQRrPl,Emon.cStem,stem_mass_content_of_carbon,Carbon Mass in Stem,"including sapwood and hardwood.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,c4mip_land_carbon_cycle_tier2,8b816262-4a5b-11e6-9cd2-ac72891c3257,449,,C4MIP [C_LandT2],['C4MIP'],,449,1078,508,,,,,,,,,,,,,
recjJJq3g61w7QAtZ,Amon.hurs,relative_humidity,Near-Surface Relative Humidity,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.
",real,['atmos'],['Amon'],['mon'],CMIP6 CMOR variable,,,"baseline_monthly, DAMIP_monthly, aerchemmip_2d_monthly, paleo_land_atmosphere_surface, SO_BGC-cloud_met_monthly, FireMIP_monthly, biodiv_land_monthly, CFMIP_baseline, paleo_permafrost",baaff41e-e5dd-11e5-8482-ac72891c3257,25,"express as a percentage.  Normally, the relative humidity  should be reported at the 2 meter height
",Amon ((isd.003)),['VIACSAB'],"['CFMIP', 'CMIP', 'CMIP5', 'ISMIP6', 'PMIP', 'VIACSAB']",25,250,54,,,,1 checked out of 1,,,,,,,,,
recjK5vfsKRJbSOVu,Emon.treeFracBdlEvg,area_fraction,Broadleaf Evergreen Tree Area Percentage,"This is the percentage of the entire grid cell that is covered by broadleaf evergreen trees.
",real,['land'],['Emon'],['mon'],CMIP6 CMOR variable,,,c4mip_land_benchmarking_and_landcover_variables_tier2,6f6a6a72-9acb-11e6-b7ee-ac72891c3257,266,,C4MIP [C_LandT2],,"['C4MIP', 'CMIP', 'PMIP']",266,1261,481,,,,,,,,,,,,,
recjLHdoP6LJwKpVS,E3hrPt.parasolRefl,toa_bidirectional_reflectance,PARASOL Reflectance,"PARASOL Reflectance
",real,['atmos'],['E3hrPt'],['3hrPt'],CMIP6 CMOR variable,,,,8b8ab434-4a5b-11e6-9cd2-ac72891c3257,1159,,CFMIP [CF3hr_sim_new],,['CFMIP'],1770,1538,1159,,,,,,,,,,,,,
recjM92p2IbiyWkLF,ImonGre.snicefreez,surface_snow_and_ice_refreezing_flux,Surface Snow and Ice Refreeze Flux,"Mass flux of surface meltwater which refreezes within the snowpack. Computed as the total refreezing on the land ice portion of the grid cell divided by land ice area in the grid cell.
",real,['landIce'],['ImonGre'],['mon'],CMIP6 CMOR variable,,,landice_greenland_allfreq,d5b2af3a-c78d-11e6-9b25-5404a60d96b5,1409,,ISMIP6 [ImonGre],['ISMIP6'],,1409,1705,1463,,,,,,,,,,,,,
recjOTJ0MnbAjzWgq,CF3hr.prcprof,convective_rainfall_flux,Convective Rainfall Flux,"In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.
",real,['atmos'],['CF3hr'],['3hrPt'],CMIP6 CMOR variable,,,cfmip_3hr,bab40e64-e5dd-11e5-8482-ac72891c3257,487,"report on model half-levels
",CF3hr ((isd.003)),['CFMIP'],,1451,487,1295,,,,,,,,,,,,,
recjRtCtVN4wvr9h6,CFsubhr.rld,downwelling_longwave_flux_in_air,Downwelling Longwave Radiation,"Downwelling Longwave Radiation (includes the fluxes at the surface and TOA)
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",a95502a0-817c-11e6-a4e2-5404a60d96b5,396,"Report on model half-levels (i.e., interfaces between model layers).
",CFsubhr ((isd.003)),,['CMIP5'],1260,396,1069,down,,,,,,,,,,,,
recjS00mZTQxR30V7,Oyr.osaltpmdiff,tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_mesoscale_eddy_diffusion,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Mesoscale Diffusion,"Tendency of salt content for a grid cell from parameterized mesoscale eddy diffusion.
",real,['ocean'],['Oyr'],['yr'],CMIP6 CMOR variable,,,omip_budgets,baa4844e-e5dd-11e5-8482-ac72891c3257,533,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.
",Oyr ((isd.003)),,['FAFMIP'],970,569,533,,,['CMIP5'],,,,,,,,,,
recjS3YoNAWLRUM8o,Esubhr.prw,atmosphere_mass_content_of_water_vapor,Water Vapor Path,"vertically integrated through the atmospheric column
",real,['atmos'],['Esubhr'],['subhrPt'],CMIP6 CMOR variable,,,,8bb191e4-4a5b-11e6-9cd2-ac72891c3257,815,,HighResMIP [1ts],,,1755,815,1681,,,['HighResMIP'],,,,,,,,,,
recjUIusXbBkR83SK,Eday.parasolRefl,toa_bidirectional_reflectance,PARASOL Reflectance,"PARASOL Reflectance
",real,['atmos'],['Eday'],['day'],CMIP6 CMOR variable,,,CFMIP_cosp_extra,8b8a85cc-4a5b-11e6-9cd2-ac72891c3257,956,,CFMIP [CFdayExtra],,['CFMIP'],1697,1215,956,,,,,,,,,,,,,
recjUqtZD9DxT0Q84,E3hrPt.solbnd,toa_incoming_shortwave_flux,TOA Solar Irradiance for Each Band,"Solar irradiance at a horizontal surface at top of atmosphere.
",real,['atmos'],['E3hrPt'],['3hrPt'],CMIP6 CMOR variable,,,,7b301b5c-a220-11e6-a33f-ac72891c3257,1149,,RFMIP [aero_irf],,['RFMIP'],1566,1149,1463,,,,,,,,,,,,,
recjVmk4SYDPq4sKH,6hrPlevPt.hur850,relative_humidity,hur850,"Relative humidity at 850 hPa
",real,['atmos'],['6hrPlevPt'],['6hrPt'],New,['Atmosphere'],In progress,Synoptic_systems_low_priority,83bbfc52-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recjVvRTFQL8jbvKj,day.rsut,toa_outgoing_shortwave_flux,TOA Outgoing Shortwave Radiation,"As Amon.rsut, but at daily resolution.
",real,['atmos'],['day'],['day'],Under review,"['Earth System', 'Ocean & sea-ice', 'Land & land-ice']",,paleo_radiation_fluxes,83bbfbd2-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,In progress,,,,,In progress
recjW7pISZOUaBFRr,6hrPlev.ua100m,eastward_wind,Eastward Wind at 100m,"Zonal wind at 100m
",real,['atmos'],['6hrPlev'],['6hr'],CMIP6 CMOR variable,,,,917b79b6-267c-11e7-8933-ac72891c3257,1765,,VIACSAB [viacsabExtra],,['VIACSAB'],1843,1776,1765,,,,,,,,,,,,,
recjWchlpzsIaARW2,Omon.wmo,upward_ocean_mass_transport,Upward Ocean Mass Transport,"Upward mass transport from residual mean (resolved plus parameterized) advective transport.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"baseline_monthly, aerchemmip_3d_monthly, DCPP_Wider, SO_BGC-cloud_ocean_monthly, omip_transports_high_priority",baa58f74-e5dd-11e5-8482-ac72891c3257,63,"Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native. Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit.
",Omon ((isd.003)),['VIACSAB'],"['CFMIP', 'CMIP', 'CMIP5', 'DAMIP', 'VIACSAB']",155,63,169,,,['DCPP'],1 checked out of 1,,,,,,,,,
recjZ1Kma7bJAnKET,CFmon.clisccp,cloud_area_fraction_in_atmosphere_layer,ISCCP Cloud Area Percentage,"Percentage cloud cover in optical depth categories.
",real,['atmos'],['CFmon'],['mon'],CMIP6 CMOR variable,,,"cfmip_monthly, radiativeforcing_monthly, SO_BGC-cloud_cloudvars_monthly, CFMIP_baseline, cosp_output",2ab325ee-c07e-11e6-8775-5404a60d96b5,247,"7 levels x 7 tau
",CFmon ((isd.003)),,"['CMIP5', 'PMIP', 'RFMIP', 'VIACSAB']",799,247,332,,,,,,,,,,,,,
recjayf648Ml6gwsx,6hrPlev.uas,eastward_wind,Eastward Near-Surface Wind,"Eastward component of the near-surface (usually, 10 meters)  wind
",real,['atmos'],['6hrPlev'],['6hr'],CMIP6 CMOR variable,,,DCPP_Wider,91043e32-267c-11e7-8933-ac72891c3257,254,,DCPP [DCPP-6hr],['DCPP'],['VIACSAB'],505,254,653,,,,,,,,,,,,,
