,Name,Title (from Variables (Import)),Model Count,Rank,Download Volume,Rank 2,Download Count,Rank 3,Min Rank,Field 10,Field 11,Field 12,Field 13,CMOR Variables (Import),Variables,Review Comment,In C3S
recBzMO2kTkmsnrtL,Emon.ocontemppsmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,2.0,1681.0,8.17,1595.0,31,1720.0,1595,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,Tendency of heat content for a grid cell from parameterized submesoscale eddy advection. Reported only for models that use conservative temperature as prognostic field.,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Emon.ocontemppsmadvect,Emon.ocontemppsmadvect,,
recC4hPG4MPnFToZH,Oclim.dispkevfo,Ocean Kinetic Energy Dissipation per Unit Area Due to Vertical Friction,3.0,1599.0,0.89,1766.0,237,1526.0,1526,ocean_kinetic_energy_dissipation_per_unit_area_due_to_vertical_friction,Ocean Kinetic Energy Dissipation per Unit Area Due to Vertical Friction,"Friction, leading to the dissipation of kinetic energy, arises in ocean models as a result of the viscosity of sea water.  Generally, the  lateral (xy) viscosity is given a large value to maintain the numerical stability of the model.  In contrast, the vertical viscosity is usually much smaller. The specification of a physical process by the phrase due_to_process means that the quantity named is a  single term in a sum of terms which together compose the general quantity  named by omitting the phrase.","Climatological mean, Global ocean field on model levels [XY-O] [aclim]",Oclim.dispkevfo,Oclim.dispkevfo,,
recC5wJ9ZVaVqkQUg,SImon.siitdsnthick,Snow Thickness in Ice Thickness Categories,11.0,898.0,226.62,930.0,1388,1135.0,898,surface_snow_thickness,Snow Thickness in Ice Thickness Categories,K=ice depth bands,"Temporal mean, Global field (single level) [XY-na] {iceband:} [amnsib-twm]",SImon.siitdsnthick,SImon.siitdsnthick,,
recC639mV2oVXn79c,CFsubhr.clw,Mass Fraction of Cloud Liquid Water,10.0,956.0,1498.06,518.0,632,1340.0,518,mass_fraction_of_cloud_liquid_water_in_air,Mass Fraction of Cloud Liquid Water,Includes both large-scale and convective cloud.  This is the mass of  cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,"Instantaneous value (i.e. synoptic or time-step value), Atmospheric profiles at specified sites [S-A] [tpt]",CFsubhr.clw,CFsubhr.clw,,
recC7Rr59swgfxZ98,LImon.tsn,Snow Internal Temperature,31.0,332.0,199.22,973.0,88997,131.0,131,temperature_in_surface_snow,Snow Internal Temperature,"This temperature is averaged over all the snow in the grid cell that rests on land or land ice.  When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.   Reported as 'missing in regions free of snow on land.","Temporal mean, Global field (single level) [XY-na] [amnla-tmnsn]",LImon.tsn,LImon.tsn,,
recC7TealzM2P1fPE,AERmon.od550oa,Total Organic Aerosol Optical Depth at 550nm,32.0,312.0,325.22,830.0,10161,455.0,312,atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,Total Organic Aerosol Optical Depth at 550nm,"total organic aerosol AOD, comprises all organic aerosols, primary + secondary ; natural + anthropogenic including biomasss burning organic aerosol","Temporal mean, Global field (single level) [XY-na] {:lambda550nm} [am-tm]",AERmon.od550oa,AERmon.od550oa,,
recCCT8DjwIOYk0lf,Omon.bfe,Mole Concentration of Particulate Organic Matter Expressed as Iron in Sea Water,14.0,727.0,16482.85,154.0,4823,700.0,154,mole_concentration_of_particulate_organic_matter_expressed_as_iron_in_sea_water,Mole Concentration of Particulate Organic Matter Expressed as Iron in Sea Water,"sum of particulate organic iron component concentrations [Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Omon.bfe,Omon.bfe,,
recCFw7HO1s30phrF,CF3hr.rlds,Surface Downwelling Longwave Radiation,5.0,1401.0,8.13,1596.0,23,1732.0,1401,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,"The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Downwelling radiation is radiation from above. It does not mean 'net downward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.","Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",CF3hr.rlds,CF3hr.rlds,,
recCGTZElcBEcYQrg,Oyr.phyn,Mole Concentration of Total Phytoplankton Expressed as Nitrogen in Sea Water,12.0,839.0,428.04,762.0,2627,923.0,762,mole_concentration_of_phytoplankton_expressed_as_nitrogen_in_sea_water,Mole Concentration of Total Phytoplankton Expressed as Nitrogen in Sea Water,sum of phytoplankton nitrogen component concentrations,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.phyn,Oyr.phyn,,
recCGffaf24QW77QZ,AERhr.ps,Surface Air Pressure,13.0,788.0,10570.31,201.0,3166,846.0,201,surface_air_pressure,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates","Temporal mean, Global field (single level) [XY-na] [am-tm]",AERhr.ps,AERhr.ps,,
recCHianYNS5HmTjR,Emon.mrsoLut,Total Soil Moisture,12.0,839.0,109.52,1123.0,4177,759.0,759,mass_content_of_water_in_soil,Total Soil Moisture,"'Water' means water in all phases. 'Content' indicates a quantity per unit area. The mass content of water in soil refers to the vertical integral from the surface down to the bottom of the soil model. For the content between specified levels in the soil, standard names including 'content_of_soil_layer' are used.","Temporal mean, Global field (single level) [XY-na] {landUse:} [amlu-twm]",Emon.mrsoLut,Emon.mrsoLut,,
recCJCjMa6Qgl9QLF,6hrPlevPt.sfcWind,Near-Surface Wind Speed,14.0,727.0,2474.02,428.0,3996,779.0,428,wind_speed,Near-Surface Wind Speed,"near-surface (usually, 10 meters) wind speed.","Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] {:height10m} [tpt]",6hrPlevPt.sfcWind,6hrPlevPt.sfcWind,,
recCJNMdGyKL6HSbP,Omon.fbddtalk,Rate of Change of Biological Alkalinity Due to Biological Activity,13.0,788.0,430.1,760.0,6664,568.0,568,integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes,Rate of Change of Biological Alkalinity Due to Biological Activity,vertical integral of net biological terms in time rate of change of alkalinity [integral over upper 100 m only.],"Temporal mean, Global field (single level) [XY-na] {:olayer100m} [amds-tmn]",Omon.fbddtalk,Omon.fbddtalk,,
recCJrn4H4E3TJ3U7,Oyr.opottemppsmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,4.0,1463.0,164.13,1021.0,473,1404.0,1021,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,Tendency of heat content for a grid cell from parameterized submesoscale eddy advection. Reported only for models that use potential temperature as prognostic field. [Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.],"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.opottemppsmadvect,Oyr.opottemppsmadvect,,
recCM6EjKbeOYTWUc,E3hrPt.ps,Surface Air Pressure,3.0,1599.0,746.97,640.0,1266,1160.0,640,surface_air_pressure,Surface Air Pressure,Surface Pressure .. needed for vertical coordinates,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",E3hrPt.ps,E3hrPt.ps,,
recCMQR8Gsgjxjq8y,CFday.cl,Percentage Cloud Cover,30.0,351.0,60547.08,69.0,10809,434.0,69,cloud_area_fraction_in_atmosphere_layer,Percentage Cloud Cover,"Percentage cloud cover, including both large-scale and convective cloud.","Temporal mean, Global field on model atmosphere levels [XY-A]",CFday.cl,CFday.cl,,
recCOFH7uaquC7Qcy,SImon.sndmasssnf,Snow Mass Change Through Snow Fall,46.0,190.0,317.27,836.0,24506,280.0,190,snowfall_flux,Snow Mass Change Through Snow Fall,mass of solid precipitation falling onto sea ice divided by sea-ice area,"Temporal mean, Global field (single level) [XY-na] [amnsi-twm]",SImon.sndmasssnf,SImon.sisndmasssnf,,
recCOMUYcIgErJuFL,Oyr.ocontemppadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,5.0,1401.0,389.18,784.0,167,1574.0,784,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,Tendency of heat content for a grid cell from parameterized eddy advection (all forms of eddy advection). Reported only for models that use conservative temperature as prognostic field. [Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.],"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.ocontemppadvect,Oyr.ocontemppadvect,,
recCQVwoUCXz7sZAU,Emon.c13Veg,Mass of 13C in Vegetation,4.0,1463.0,20.28,1475.0,482,1400.0,1400,vegetation_mass_content_of_13C,Mass of 13C in Vegetation,"Carbon-13 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass).","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.c13Veg,Emon.c13Veg,,
recCQzOAXeRPcxDAK,CF3hr.h2o,Mass Fraction of Water,1.0,1765.0,None,1848.0,None,1848.0,1765,mass_fraction_of_water_in_air,Mass Fraction of Water,includes all phases of water,"Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [amn-tpt]",CF3hr.h2o,CF3hr.h2o,,
recCR1PIDlbezYkrW,Emon.cldwatmxrat,,7.0,1230.0,444.77,751.0,161,1579.0,751,na,na,na,,,,"In ESGF, not requested",
recCTbtkqKS3J29w0,CFsubhr.clwvi,Condensed Water Path,10.0,956.0,68.68,1236.0,130,1602.0,956,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,"mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model. [This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.]","Instantaneous value (i.e. synoptic or time-step value), Site (121 specified sites) [S-na] [apt-tpt]",CFsubhr.clwvi,CFsubhr.clwvi,,
recCUaUfONsiIIfTX,AERmon.wetss,Wet Deposition Rate of Sea-Salt Aerosol,24.0,461.0,200.06,972.0,6393,584.0,461,minus_tendency_of_atmosphere_mass_content_of_sea_salt_dry_aerosol_particles_due_to_wet_deposition,Wet Deposition Rate of Sea-Salt Aerosol,Deposition rate of sea salt aerosols (measured by the dry mass) due to wet processes,"Temporal mean, Global field (single level) [XY-na] [am-tm]",AERmon.wetss,AERmon.wetss,,
recCWC1XMblzbMg16,Lmon.fHarvest,Carbon Mass Flux into Atmosphere Due to Crop Harvesting [kgC m-2 s-1],21.0,533.0,96.05,1155.0,32815,233.0,233,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_crop_harvesting,Carbon Mass Flux into Atmosphere Due to Crop Harvesting [kgC m-2 s-1],Carbon mass flux per unit area due to crop harvesting,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Lmon.fHarvest,Lmon.fHarvest,,
recCWuCMud9R4OPPX,Omon.fddtdip,Rate of Change of Net Dissolved Inorganic Phosphorus,8.0,1159.0,306.74,844.0,3915,789.0,789,tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus,Rate of Change of Net Dissolved Inorganic Phosphorus,vertical integral of net  time rate of change of phosphate [integral over upper 100 m only.],"Temporal mean, Global field (single level) [XY-na] {:olayer100m} [amds-tmn]",Omon.fddtdip,Omon.fddtdip,,
recCXCZ8yyDiXOKTr,Emon.cldicemxrat27,,,,,,,,9999,,,,,,Emon.cldicemxrat,"Requested, not published",
recCZsVhLXfbAWzs1,SImon.sitempsnic,Temperature at Snow-Ice Interface,22.0,508.0,97.71,1152.0,12103,412.0,412,sea_ice_surface_temperature,Temperature at Snow-Ice Interface,Report surface temperature of ice where snow thickness is zero,"Temporal mean, Global field (single level) [XY-na] [amnsi-twm]",SImon.sitempsnic,SImon.sitempsnic,,
recCbKSZkrJnxlWD9,3hr.prc,Convective Precipitation,54.0,161.0,10224.66,204.0,14111,390.0,161,convective_precipitation_flux,Convective Precipitation,at surface.  This is a 3-hour mean convective precipitation flux.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",3hr.prc,3hr.prc,,
recCbPumqE85JdCuJ,Emon.nwdFracLut,Non-Woody Vegetation Percentage Cover,20.0,548.0,86.14,1176.0,4092,767.0,548,area_fraction,Non-Woody Vegetation Percentage Cover,Percentage of land use tile tile that is non-woody vegetation ( e.g. herbaceous crops),"Temporal mean, Global field (single level) [XY-na] {landUse: typenwd} [amnlax-tmn]",Emon.nwdFracLut,Emon.nwdFracLut,,
recCdTY7WeZO7gBLV,E3hr.sfcWind,Near-Surface Wind Speed,16.0,653.0,30297.03,108.0,16676,347.0,108,wind_speed,Near-Surface Wind Speed,Near surface wind speed,"Temporal mean, Global field (single level) [XY-na] {:height10m} [tmean]",E3hr.sfcWind,E3hr.sfcWind,,
recCgtgnOJBpcf1eu,Eday.prrc,Convective Rainfall Rate,2.0,1681.0,10.66,1566.0,11,1783.0,1566,convective_rainfall_flux,Convective Rainfall Rate,convective_rainfall_flux,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.prrc,Eday.prrc,,
recChgmCZl3GJ59tM,Eday.tsnl,,2.0,1681.0,23.32,1454.0,39,1703.0,1454,na,na,na,,,,"In ESGF, not requested",
recChmNgnhsC0eP8V,CFday.rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,42.0,220.0,5179.63,300.0,11857,416.0,220,toa_outgoing_shortwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Shortwave Radiation,Calculated in the absence of clouds.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",CFday.rsutcs,CFday.rsutcs,,
recCiIAScogbYpEWI,3hr.mrsos,Moisture in Upper Portion of Soil Column,50.0,175.0,6303.79,269.0,9393,478.0,175,mass_content_of_water_in_soil_layer,Moisture in Upper Portion of Soil Column,the mass of water in all phases in a thin surface soil layer. [integrate over uppermost 10 cm],"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] {:sdepth1} [amnla-tpt]",3hr.mrsos,3hr.mrsos,,
recCjGsKiisfllWKv,Omon.hfy,Ocean Heat Y Transport,26.0,427.0,3190.94,383.0,56873,173.0,173,ocean_heat_y_transport,Ocean Heat Y Transport,Contains all contributions to 'y-ward' heat transport from resolved and parameterized processes. Use Celsius for temperature scale. [2d field for CMIP6. Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.],"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.hfy,Omon.hfy,,
recCkpxEIDHRraqyZ,Eday.nudgincsm,Nudging Increment of Water in Soil Moisture,3.0,1599.0,42.27,1334.0,42,1699.0,1334,nudging_increment_in_mass_content_of_water_in_soil,Nudging Increment of Water in Soil Moisture,nudging_increment_in_water_content_of_soil_layer,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.nudgincsm,Eday.nudgincsm,,
