,Name,Title (from Variables (Import)),Model Count,Rank,Download Volume,Rank 2,Download Count,Rank 3,Min Rank,Field 10,Field 11,Field 12,Field 13,CMOR Variables (Import),Variables,Review Comment,In C3S
recswPKN90h0qhENd,IfxAnt.topg,,,,,,,,9999,,,,,,IfxAnt.topg,"Requested, not published",
recszFrM1Uw1Cyrvf,CFmon.rld,Downwelling Longwave Radiation,30.0,351.0,10151.81,207.0,8539,497.0,207,downwelling_longwave_flux_in_air,Downwelling Longwave Radiation,Includes also the fluxes at the surface and TOA.,"Temporal mean, Global field on model atmosphere half-levels [XY-AH] [tmean]",CFmon.rld,CFmon.rld,,
rect03I6etvfPs3Wt,EdayZ.epfy,Northward Component of the Eliassen-Palm Flux,19.0,564.0,267.8,880.0,2248,987.0,564,northward_eliassen_palm_flux_in_air,Northward Component of the Eliassen-Palm Flux,zonal mean; hence YZT,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",EdayZ.epfy,EdayZ.epfy,,
rect12LcxNDXep21d,Esubhr.tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,6.0,1295.0,341.05,816.0,90,1641.0,816,tendency_of_air_temperature_due_to_stratiform_cloud_and_precipitation,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,alevel site time1,"Instantaneous value (i.e. synoptic or time-step value), Atmospheric profiles at specified sites [S-A] [tpt]",Esubhr.tntscp,Esubhr.tntscp,,
rectB8LMJ66ivKnIu,Omon.fgcfc12,Surface Downward CFC12 Flux,15.0,692.0,102.46,1137.0,7885,520.0,520,surface_downward_mole_flux_of_cfc12,Surface Downward CFC12 Flux,gas exchange flux of CFC12,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.fgcfc12,Omon.fgcfc12,,
rectBD2rnpdF5f4Oi,Lmon.gpp,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],63.0,116.0,1318.71,541.0,248987,75.0,75,gross_primary_productivity_of_biomass_expressed_as_carbon,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],"The rate of synthesis of biomass from inorganic precursors by autotrophs ('producers') expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. ","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Lmon.gpp,Lmon.gpp,,
rectBvG3w8L7xqs5s,Emon.nppGrass,Net Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],13.0,788.0,73.0,1219.0,4302,757.0,757,net_primary_productivity_of_biomass_expressed_as_carbon,Net Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],Total NPP of grass in the grid cell,"Temporal mean, Global field (single level) [XY-na] [amng-twm]",Emon.nppGrass,Emon.nppGrass,,
rectC13rlS5fIXGmn,Odec.tosga,Global Average Sea Surface Temperature,2.0,1681.0,0.0,1836.0,124,1610.0,1610,sea_surface_temperature,Global Average Sea Surface Temperature,"This may differ from 'surface temperature' in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.","Temporal mean, Global mean/constant [na-na] [amse-tmn]",Odec.tosga,Odec.tosga,,
rectCSpEXGdNHnhUh,Efx.fldcapacity,Field Capacity,2.0,1681.0,0.08,1818.0,206,1539.0,1539,volume_fraction_of_condensed_water_in_soil_at_field_capacity,Field Capacity,Field Capacity,Time Invariant Global Field on Soil Levels [XY-na] {sdepth:} [amla],Efx.fldcapacity,Efx.fldcapacity,,
rectCTvq8kDyyar5q,AERmon.nh50,Artificial Tracer with 50 Day Lifetime,3.0,1599.0,1106.96,572.0,134,1597.0,572,mole_fraction_of_artificial_tracer_with_fixed_lifetime_in_air,Artificial Tracer with 50 Day Lifetime,"Fixed surface layer mixing ratio over 30o-50oN (100ppbv), uniform fixed 50-day exponential decay.","Temporal mean, Global field on model atmosphere levels [XY-A]",AERmon.nh50,AERmon.nh50,,
rectCy8PGDTevywYd,CFsubhr.evu,Eddy Viscosity Coefficient for Momentum,6.0,1295.0,965.97,589.0,134,1598.0,589,atmosphere_momentum_diffusivity,Eddy Viscosity Coefficient for Momentum,Vertical diffusion coefficient for momentum due to parametrised eddies,"Instantaneous value (i.e. synoptic or time-step value), Atmospheric profiles at specified sites [S-A] [tpt]",CFsubhr.evu,CFsubhr.evu,,
rectD5RiW3kgiYJ6G,LImon.sbl,Surface Snow and Ice Sublimation Flux,32.0,312.0,252.91,892.0,79286,145.0,145,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Surface Snow and Ice Sublimation Flux,The snow and ice sublimation flux is the loss of snow and ice mass resulting from their conversion to water vapor.  Computed as the total sublimation on the land portion of the grid cell divided by the land area in the grid cell; reported as missing for snow-free land regions; reported as missing where the land fraction is 0.,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",LImon.sbl,LImon.sbl,,
rectEntVpblPpuvcu,Emon.ta,,17.0,622.0,3550.45,370.0,29782,249.0,249,na,na,na,,,,"In ESGF, not requested",
rectFF2hzOrHM7mMF,CF3hr.reffclic,Hydrometeor Effective Radius of Convective Cloud Ice,1.0,1765.0,None,1848.0,None,1848.0,1765,effective_radius_of_convective_cloud_ice_particles,Hydrometeor Effective Radius of Convective Cloud Ice,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,"Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [amn-tpt]",CF3hr.reffclic,CF3hr.reffclic,,
rectHNElYCPQXclMz,Emon.nep,Net Carbon Mass Flux out of Atmosphere Due to Net Ecosystem Productivity on Land [kgC m-2 s-1],33.0,290.0,481.72,725.0,97370,120.0,120,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes_excluding_anthropogenic_land_use_change,Net Carbon Mass Flux out of Atmosphere Due to Net Ecosystem Productivity on Land [kgC m-2 s-1],Net Ecosystem Exchange,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.nep,Emon.nep,,
rectInFxnn5dYtpJF,Emon.prsn2h,,,,,,,,9999,,,,,,Emon.prsn2h,"Requested, not published",
rectJLMPNdRgLXkY5,AERmon.mmrbc,Elemental Carbon Mass Mixing Ratio,28.0,382.0,17480.08,149.0,18998,320.0,149,mass_fraction_of_elemental_carbon_dry_aerosol_particles_in_air,Elemental Carbon Mass Mixing Ratio,Dry mass fraction of black carbon aerosol particles in air.,"Temporal mean, Global field on model atmosphere levels [XY-A]",AERmon.mmrbc,AERmon.mmrbc,,
rectKLA4dVe4ZJFU8,Eyr.cSoil,Carbon Mass in Model Soil Pool,12.0,839.0,8.02,1598.0,6761,563.0,563,soil_mass_content_of_carbon,Carbon Mass in Model Soil Pool,Carbon mass in the full depth of the soil model.,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amnla-tpt]",Eyr.cSoil,Eyr.cSoil,,
rectNufOMRAe9u2Bs,Eday.loadpoa,Load of Dry Aerosol Primary Organic Matter,6.0,1295.0,1459.75,524.0,3612,812.0,524,atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_particles,Load of Dry Aerosol Primary Organic Matter,The total dry mass of primary particulate organic aerosol particles per unit area.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",Eday.loadpoa,Eday.loadpoa,,
rectOWkztqskf4n38,Oyr.pnitrate,Primary Carbon Production by Phytoplankton Due to Nitrate Uptake Alone,7.0,1230.0,522.95,708.0,1787,1080.0,708,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_nitrate_utilization,Primary Carbon Production by Phytoplankton Due to Nitrate Uptake Alone,Primary (organic carbon) production by phytoplankton due to nitrate uptake alone,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.pnitrate,Oyr.pnitrate,,
rectPFMZRgTxt0Gi1,E3hrPt.sza,Solar Zenith Angle,1.0,1765.0,15.27,1512.0,178,1565.0,1512,solar_zenith_angle,Solar Zenith Angle,solar zenith angle,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",E3hrPt.sza,E3hrPt.sza,,
rectPvatjAg4dovks,SImon.simpmass,Meltpond Mass per Unit Area (as Depth),6.0,1295.0,11.39,1559.0,453,1411.0,1295,sea_ice_melt_pond_thickness,Meltpond Mass per Unit Area (as Depth),Meltpond Depth,"Temporal mean, Global field (single level) [XY-na]",SImon.simpmass,SImon.simpmass,,
rectQXSoRXba2OuaK,Emon.fBNF,Biological Nitrogen Fixation,18.0,593.0,80.0,1190.0,15435,376.0,376,tendency_of_soil_and_vegetation_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fixation,Biological Nitrogen Fixation,The fixation (uptake of nitrogen gas directly from the atmosphere) of nitrogen due to biological processes.,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.fBNF,Emon.fBNF,,
rectSX3TrgAOT0U2Y,Amon.clivi,Ice Water Path,89.0,44.0,2034.36,459.0,190137,84.0,44,atmosphere_mass_content_of_cloud_ice,Ice Water Path,mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",Amon.clivi,Amon.clivi,,
rectTJRG7QiYzQLbI,Amon.co2,Mole Fraction of CO2,18.0,593.0,6610.82,259.0,18036,327.0,259,mole_fraction_of_carbon_dioxide_in_air,Mole Fraction of CO2,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y. [For some simulations (e.g., prescribed concentration pi-control run), this will not vary from one year to the next, and so report instead the variable described in the next table entry.  If spatially uniform, omit this field, but report Total Atmospheric Mass of CO2 (see the table entry after the next one).  Are these the preferred units or should it be a unitless fraction?  Should this field be reported instead on model levels?  Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?]","Temporal mean, Global field (19 pressure levels) [XY-P19] [tmean]",Amon.co2,Amon.co2,,
rectTSkf6GT6BuIMY,Amon.cfc11global,Global Mean Mole Fraction of CFC11,15.0,692.0,0.98,1762.0,2730,901.0,692,mole_fraction_of_cfc11_in_air,Global Mean Mole Fraction of CFC11,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.  The chemical formula of CFC11 is CFCl3.  The IUPAC name for CFC11 is trichloro-fluoro-methane.","Temporal mean, Global mean/constant [na-na]",Amon.cfc11global,Amon.cfc11global,,
rectUypepT5UHwQjg,Eyr.vegFrac,Total Vegetated Percentage Cover,15.0,692.0,1.64,1738.0,5663,636.0,636,area_fraction,Total Vegetated Percentage Cover,"Percentage of grid cell that is covered by vegetation.This SHOULD be the sum of tree, grass (natural and pasture), crop and shrub fractions.","Temporal mean, Global field (single level) [XY-na] {:typeveg} [amnla-tmn]",Eyr.vegFrac,Eyr.vegFrac,,
rectVWWYuxLykrFQx,AERmonZ.ch4,Mole Fraction of CH4,9.0,1069.0,12.36,1546.0,4893,695.0,695,mole_fraction_of_methane_in_air,Mole Fraction of CH4,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.","Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",AERmonZ.ch4,AERmonZ.ch4,,
rectWKUohHqlQHQy5,E3hr.rh,Total Heterotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],9.0,1069.0,1071.37,575.0,480,1401.0,575,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,Total Heterotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],"only requested for DECK HIST, 1980-present","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",E3hr.rh,E3hr.rh,,
rectXp02zwckPdJ69,Omon.o2,Dissolved Oxygen Concentration,27.0,402.0,70264.16,61.0,33369,229.0,61,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water,Dissolved Oxygen Concentration,"'Mole concentration' means number of moles per unit volume, also called 'molarity', and is used in the construction mole_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. [Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Omon.o2,Omon.o2,,
rectXsrJjjOBx9h3v,Oyr.opottempdiff,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,16.0,653.0,833.32,614.0,2526,942.0,614,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,Tendency of heat content for a grid cell from parameterized dianeutral mixing. Reported only for models that use potential temperature as prognostic field. [Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.],"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.opottempdiff,Oyr.opottempdiff,,
rectZt5MkOCteUC0V,AERmon.od550dust,Dust Optical Thickness at 550nm,40.0,230.0,589.31,681.0,16512,351.0,230,atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles,Dust Optical Thickness at 550nm,Total aerosol AOD due to dust aerosol at a wavelength of 550 nanometres.,"Temporal mean, Global field (single level) [XY-na] {:lambda550nm} [am-tm]",AERmon.od550dust,AERmon.od550dust,,
rectc3yftiKYVZ2j6,ImonAnt.tsn,Snow Internal Temperature,4.0,1463.0,7.6,1609.0,502,1386.0,1386,temperature_in_surface_snow,Snow Internal Temperature,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,"Temporal mean, Antarctic Polar Stereographic Grid [XYA-na] [amni-twmn]",ImonAnt.tsn,ImonAnt.tsn,,
rectcA05XPHw0wmTD,Omon.phydiazos,Surface Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,6.0,1295.0,209.08,957.0,1380,1136.0,957,mole_concentration_of_diazotrophic_phytoplankton_expressed_as_carbon_in_sea_water,Surface Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,carbon concentration from the diazotrophic phytoplankton component alone,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.phydiazos,Omon.phydiazos,,
rectdLqLDBycG2lWr,ImonGre.prsn,Snowfall Flux,1.0,1765.0,15.33,1510.0,247,1517.0,1510,snowfall_flux,Snowfall Flux,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,"Temporal mean, Greenland Polar Stereographic Grid [XYG-na] [amni-twmn]",ImonGre.prsn,ImonGre.prsn,,
rectdelJQGb3DL1YI,CF3hr.zhalf,Altitude of Model Half-Levels,6.0,1295.0,8109.74,230.0,1602,1109.0,230,height_above_reference_ellipsoid,Altitude of Model Half-Levels,"This is actual height above mean sea level, not geopotential height.  This is actual height above mean sea level, not geopotential height.  Includes both the top of the model atmosphere and surface levels.","Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere half-levels [XY-AH] [amn-tpt]",CF3hr.zhalf,CF3hr.zhalf,,
rectj0UQEaK3CrgkL,CFday.clivi,Ice Water Path,36.0,264.0,2802.71,409.0,6097,599.0,264,atmosphere_mass_content_of_cloud_ice,Ice Water Path,calculate mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). This includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",CFday.clivi,CFday.clivi,,
rectmpo1rmXYfl2tc,Omon.intpoc,Particulate Organic Carbon Content,13.0,788.0,245.9,903.0,6636,569.0,569,ocean_mass_content_of_particulate_organic_matter_expressed_as_carbon,Particulate Organic Carbon Content,Vertically integrated POC,"Temporal mean, Global field (sum over depth) [XY-na] [amdss-tmn]",Omon.intpoc,Omon.intpoc,,
rectn6IgPY1tqDXgS,CF3hr.ts,Surface Temperature,15.0,692.0,1170.91,562.0,1336,1145.0,562,surface_temperature,Surface Temperature,Surface temperature (skin for open ocean),"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",CF3hr.ts,CF3hr.ts,,
recto7lQlGZggJYVV,3hr.huss,Near-Surface Specific Humidity,49.0,182.0,82746.8,51.0,60656,171.0,51,specific_humidity,Near-Surface Specific Humidity,"This is sampled synoptically. [normally, report at 2 meters above the surface]","Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] {:height2m} [tpt]",3hr.huss,3hr.huss,,
rectoXFBsNAleb2WZ,Omon.dfeos,Surface Dissolved Iron Concentration,24.0,461.0,652.4,662.0,6885,554.0,461,mole_concentration_of_dissolved_iron_in_sea_water,Surface Dissolved Iron Concentration,"dissolved iron in sea water is meant to include both Fe2+ and Fe3+ ions (but not, e.g., particulate detrital iron)","Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.dfeos,Omon.dfeos,,
rectsjEL2OkjP9qzz,Eday.sw,Surface Water Storage,5.0,1401.0,24.49,1439.0,51,1688.0,1401,land_surface_liquid_water_amount,Surface Water Storage,"Total liquid water storage, other than soil, snow or interception storage (i.e. lakes, river channel or depression storage).","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.sw,Eday.sw,,
rectxKpW3TJNDEFea,Oyr.talk,Total Alkalinity,21.0,533.0,1914.82,477.0,10720,438.0,438,sea_water_alkalinity_expressed_as_mole_equivalent,Total Alkalinity,"total alkalinity equivalent concentration (including carbonate, borate, phosphorus, silicon, and nitrogen components)","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.talk,Oyr.talk,,
recu3AvT72Wf53oTY,Eday.tau,Momentum Flux,3.0,1599.0,147.61,1051.0,1194,1185.0,1051,magnitude_of_surface_downward_stress,Momentum Flux,Momentum flux,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.tau,Eday.tau,,
recu3Lrsr51p1Zrmu,Omon.vsfcorr,Virtual Salt Flux Correction,2.0,1681.0,4.99,1668.0,70,1659.0,1659,virtual_salt_flux_correction,Virtual Salt Flux Correction,It is set to zero in models which receive a real water flux. [Report on native horizontal grid.],"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.vsfcorr,Omon.vsfcorr,,
recu5vMJwlmLqu7ww,Oday.omldamax,Mean Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme,33.0,290.0,10346.65,203.0,23256,285.0,203,ocean_mixed_layer_thickness_defined_by_mixing_scheme,Mean Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme,"The ocean mixed layer is the upper part of the ocean, regarded as being well-mixed. The base of the mixed layer defined by the mixing scheme is a diagnostic of ocean models. 'Thickness' means the vertical extent of a layer. [Report on the ocean grid.  This variable appears in WGOMD Table 2.2]","Temporal Maximum, Global field (single level) [XY-na] [tmax]",Oday.omldamax,Oday.omldamax,,
recu7HopzzIqGkSnz,Omon.chlcalc,Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,2.0,1681.0,335.29,824.0,194,1551.0,824,mass_concentration_of_calcareous_phytoplankton_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,"chlorophyll concentration from the calcite-producing phytoplankton component alone [Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Omon.chlcalc,Omon.chlcalc,,
recuERK2ZbMiYyDMh,Amon.pfull,Pressure at Model Full-Levels,24.0,461.0,1282.95,545.0,2278,976.0,461,air_pressure,Pressure at Model Full-Levels,Air pressure on model levels,"Climatological mean, Global field on model atmosphere levels [XY-A] [aclim]",Amon.pfull,Amon.pfull,,
recuF7sGVuX4gNnF1,Emon.prw18O,,,,,,,,9999,,,,,,Emon.prw18O,"Requested, not published",
recuGe5prnKG7NPHF,CFday.ccb,Air Pressure at Convective Cloud Base,24.0,461.0,669.65,659.0,1978,1042.0,461,air_pressure_at_convective_cloud_base,Air Pressure at Convective Cloud Base,"Where convective cloud is present in the grid cell, the instantaneous cloud base altitude should be that of the bottom of the lowest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.","Temporal mean, Global field (single level) [XY-na] [am-tm]",CFday.ccb,CFday.ccb,,
recuH6hEeAvDrDjmq,E1hr.utendnogw27,,,,,,,,9999,,,,,,E1hr.utendnogw,"Requested, not published",
recuHGwhV9ub83CFa,6hrPlevPt.zg,,38.0,248.0,156220.47,31.0,47486,192.0,31,na,na,na,,,,"In ESGF, not requested",
recuHqatxCBbr8dbW,Emon.fProductDecompLut,Net Carbon Mass Flux from Wood and Agricultural Product Pools on Land Use Tile into Atmosphere [kgC m-2 s-1],7.0,1230.0,40.04,1346.0,3198,845.0,845,tendency_of_atmosphere_mass_content_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_forestry_and_agricultural_products,Net Carbon Mass Flux from Wood and Agricultural Product Pools on Land Use Tile into Atmosphere [kgC m-2 s-1],"Flux of CO2 from product pools into the atmosphere. Examples of 'forestry and agricultural products' are paper, cardboard, furniture, timber for construction, biofuels and food for both humans and livestock. Models that simulate land use changes have one or more pools of carbon that represent these products in order to conserve carbon and allow its eventual release into the atmosphere, for example, when the products decompose in landfill sites. Produce this variable i  a model has explicit anthropogenic product pools by land use tile","Temporal mean, Global field (single level) [XY-na] {landUse:} [amlu-twm]",Emon.fProductDecompLut,Emon.fProductDecompLut,,
recuICufgE481OTCQ,ImonGre.litemptop,Temperature at Top of Ice Sheet Model,4.0,1463.0,6.2,1643.0,402,1433.0,1433,temperature_at_top_of_ice_sheet_model,Temperature at Top of Ice Sheet Model,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,"Temporal mean, Greenland Polar Stereographic Grid [XYG-na] [amni-twmn]",ImonGre.litemptop,ImonGre.litemptop,,
recuMLftt4MPfXclT,SImon.simpconc,Percentage Cover of Sea Ice by Meltpond,12.0,839.0,28.54,1408.0,1101,1203.0,839,area_fraction,Percentage Cover of Sea Ice by Meltpond,"Percentage of sea ice, by area, which is covered by melt ponds, giving equal weight to every square metre of sea ice .","Temporal mean, Global field (single level) [XY-na] {:typemp} [amnsi-twm]",SImon.simpconc,SImon.simpconc,,
recuOLno8OTiElECM,day.clt,Total Cloud Cover Percentage,78.0,62.0,22960.98,121.0,106949,110.0,62,cloud_area_fraction,Total Cloud Cover Percentage,"for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.","Temporal mean, Global field (single level) [XY-na] [am-tm]",day.clt,day.clt,,
recuQCEMsmrIOA1D9,EdayZ.wtem,Transformed Eulerian Mean Upward Wind,18.0,593.0,280.7,869.0,3142,849.0,593,upward_transformed_eulerian_mean_air_velocity,Transformed Eulerian Mean Upward Wind,zonal mean; hence YZT,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",EdayZ.wtem,EdayZ.wtem,,
recuR4yOUBywyjwRg,CFmon.tntscpbl,Tendency of Air Temperature Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,24.0,461.0,7814.47,237.0,4584,725.0,237,tendency_of_air_temperature_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing,Tendency of Air Temperature Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,"To be specified only in  models which do not separate cloud, precipitation and boundary layer terms.  Includes all boundary layer terms including diffusive ones.","Temporal mean, Global field on model atmosphere levels [XY-A]",CFmon.tntscpbl,CFmon.tntscpbl,,
recuT7ioBkUgizub0,Odec.wfo,Water Flux into Sea Water,4.0,1463.0,15.45,1509.0,147,1591.0,1463,water_flux_into_sea_water,Water Flux into Sea Water,"Computed as the water flux into the ocean divided by the area of the ocean portion of the grid cell. This is the sum *wfonocorr* and *wfcorr*. [net flux of water into seawater, including any flux correction. Report on native horizontal grid as well as mapped onto sphere.]","Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Odec.wfo,Odec.wfo,,
recuTHdwf6Ccm9gaz,ImonAnt.acabf,Surface Mass Balance Flux,4.0,1463.0,7.69,1607.0,486,1396.0,1396,land_ice_surface_specific_mass_balance_flux,Surface Mass Balance Flux,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods, and as forcing for ISM","Temporal mean, Antarctic Polar Stereographic Grid [XYA-na] [amni-twmn]",ImonAnt.acabf,ImonAnt.acabf,,
recuU4kwK2w347IEG,Emon.nMineralNH4,Mineral Ammonium in the Soil,6.0,1295.0,26.83,1425.0,948,1235.0,1235,soil_mass_content_of_inorganic_ammonium_expressed_as_nitrogen,Mineral Ammonium in the Soil,SUM of ammonium over all soil layers,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.nMineralNH4,Emon.nMineralNH4,,
recuUoctNZjjH5ID3,Omon.intdic,Dissolved Inorganic Carbon Content,22.0,508.0,789.86,627.0,10180,454.0,454,ocean_mass_content_of_dissolved_inorganic_carbon,Dissolved Inorganic Carbon Content,Vertically integrated DIC,"Temporal mean, Global field (sum over depth) [XY-na] [amdss-tmn]",Omon.intdic,Omon.intdic,,
recuXkXfnvLELWSoc,E3hrPt.rsucs,Upwelling Clear-Sky Shortwave Radiation,7.0,1230.0,1646.23,502.0,217,1534.0,502,upwelling_shortwave_flux_in_air_assuming_clear_sky,Upwelling Clear-Sky Shortwave Radiation,Upwelling Clear-Sky Shortwave Radiation,"Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere half-levels [XY-AH] [amn-tpt]",E3hrPt.rsucs,E3hrPt.rsucs,,
recuYJCsSBzGUeMyI,6hrPlevPt.vas,Northward Near-Surface Wind,31.0,332.0,13389.880000000001,177.0,28832,257.0,177,northward_wind,Northward Near-Surface Wind,Near surface northward wind,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] {:height10m} [tpt]",6hrPlevPt.vas,6hrPlevPt.vas,,
recuYcx3WdQji90dP,Eday.snm,Surface Snow Melt,11.0,898.0,75.9,1213.0,2686,911.0,898,surface_snow_melt_flux,Surface Snow Melt,surface_snow_and_ice_melt_flux,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.snm,Eday.snm,,
recucUFO4AiprcysI,LImon.hflsIs,Ice Sheet Surface Upward Latent Heat Flux,13.0,788.0,17.85,1495.0,871,1258.0,788,surface_upward_latent_heat_flux,Ice Sheet Surface Upward Latent Heat Flux,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)","Temporal mean, Global field (single level) [XY-na] [amni-twmn]",LImon.hflsIs,LImon.hflsIs,,
recueC2at8aPjOWqn,Emon.sconcss,Surface Concentration of Sea-Salt Aerosol,14.0,727.0,111.13,1120.0,2094,1014.0,727,mass_concentration_of_sea_salt_dry_aerosol_particles_in_air,Surface Concentration of Sea-Salt Aerosol,mass concentration of sea-salt dry aerosol in air in model lowest layer,"Temporal mean, Global field (single level) [XY-na] [am-tm]",Emon.sconcss,Emon.sconcss,,
